,name,tensor_util,single_util,double_util,time_%,time_ms,calls,avg_ms
39,_ZN2at6native13reduce_kernelILi256ELi2ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_,0,1,0,2.209548,0.39097600000000005,1491,0.26222399999999996
30,"void LSTM_elementWise_bp1<float, float, float>(int, int, float*, float*, float*, float*, float*, float*, float*, float*, float*, int, int, cudnnRNNClipMode_t, cudnnNanPropagation_t, float, float)",0,1,0,1.644194,0.29093800000000003,104370,0.002787
34,"void LSTM_elementWise_fp<float, float, float, cudnnRNNBiasMode_t=2>(int, int, int, int, float const *, float const *, float const *, float const *, cudnn::reduced_divisor, float*, float*, float*, float const *, float*, bool, int, cudnnRNNClipMode_t, cudnnNanPropagation_t, float, float)",0,1,0,1.52772,0.270328,104370,0.00259
0,"void cudnn::dropout_bp<float, float, int=-2, int=1, int=4>(float const *, cudnnTensorStruct, cudnn::dropout_bp<float, float, int=-2, int=1, int=4>*, float const *, float, unsigned int*, int)",0,1,0,1.354132,0.239612,104370,0.0022949999999999997
23,"void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>)",0,1,0,1.245486,0.220387,23849,0.00924
20,"void cudnn::dropout_fp<float, float, int=-2, int=1, int=4>(float const *, cudnnTensorStruct, cudnn::dropout_fp<float, float, int=-2, int=1, int=4>*, float const *, float, curandStateXORWOW*, unsigned int*, int)",0,1,0,1.199781,0.2123,52185,0.004068
5,"void at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrayBatchedCopy<long, unsigned int, int=1, int=64, int=64>(long*, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata<at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrayBatchedCopy<long, unsigned int, int=1, int=64, int=64>, unsigned int, int=64, int=64>, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::TensorSizeStride<at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata, unsigned int=4>, int, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata)",0,1,0,1.164786,0.206107,119280,0.001727
31,"void at::native::reduce_kernel<int=512, int=1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float>, unsigned int, float, int=4>>(float)",0,1,0,1.089008,0.192698,17892,0.01077
15,volta_sgemm_128x32_nn,0,5,0,0.931484,0.164825,13430,0.012272
26,"void GENERIC_elementWise_bp2<float, float, float, int=4, cudnnRNNBiasMode_t=2>(int, int, float*, float*, cudnn::reduced_divisor, float*)",0,2,0,0.534497,0.094578,2982,0.031716
35,"void cunn_ClassNLLCriterion_updateOutput_kernel<float, float>(float*, float*, float*, long*, float*, int, int, int, int, long)",0,1,0,0.35676399999999997,0.06312899999999999,1491,0.042339
16,"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::BlockSortAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, long, ThrustLTOp<long, bool=0>, thrust::detail::integral_constant<bool, bool=1>, thrust::detail::integral_constant<bool, bool=0>>, bool, thrust::device_ptr<long>, thrust::device_ptr<long>, long, long*, long*, ThrustLTOp<long, bool=0>>(thrust::device_ptr<long>, thrust::device_ptr<long>, long, long, bool=0, ThrustLTOp<long, bool=0>, bool)",0,2,0,0.245903,0.043512,1491,0.029182999999999997
2,"void at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrayBatchedCopy<long, unsigned int, int=2, int=128, int=1>(long*, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata<at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrayBatchedCopy<long, unsigned int, int=2, int=128, int=1>, unsigned int, int=128, int=1>, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::TensorSizeStride<at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata, unsigned int=4>, int, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata)",0,1,0,0.21804899999999997,0.038583,2982,0.012938
12,"void cunn_ClassNLLCriterion_updateGradInput_kernel<float>(float*, float*, long*, float*, float*, int, int, int, int, long)",0,1,0,0.212123,0.037535,1491,0.025174000000000002
10,"void transpose_readWrite_alignment_kernel<float, float, int=1, bool=0, int=6, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *)",0,2,0,0.169774,0.030041,5964,0.005037
13,_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE10_clEvEUllE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_,0,1,0,0.108251,0.019155000000000002,4473,0.004282
46,"void at::native::unrolled_elementwise_kernel<at::native::MulFunctor<float>, at::detail::Array<char*, int=3>, OffsetCalculator<int=2, unsigned int>, OffsetCalculator<int=1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, float, at::native::MulFunctor<float>, char*, int=3, at::detail::Array<char*, int=3>, int=2)",0,0,0,0.083944,0.014854,990,0.015003
47,[CUDA memcpy HtoD],0,0,0,0.082673,0.014629,20,0.731442
7,_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_78_GLOBAL__N__54_tmpxft_00002a08_00000000_12_Dropout_compute_80_cpp1_ii_6a946dbb19masked_scale_kernelIffEEvRNS_6TensorES4_S4_T0_EUlfhE_NS_6detail5ArrayIPcLi3EEEEEviS6_T1_,0,1,0,0.080958,0.014325,2982,0.004803
9,"void at::native::_GLOBAL__N__54_tmpxft_00002a08_00000000_12_Dropout_compute_80_cpp1_ii_6a946dbb::fused_dropout_kernel_vec<float, float, unsigned int, int=1, int=4>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, at::cuda::detail<unsigned char, float>, float, float, at::PhiloxCudaState)",0,3,0,0.07749099999999999,0.013712,2982,0.004598
36,"void at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::compute_grad_weight<float, long>(long*, float*, long, long, long, long, long, at::AccumulateType<long*, bool=1>::type*, long)",0,2,0,0.071594,0.012669,1491,0.008496
8,"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::ScanAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::plus<long>, int, long, thrust::detail::integral_constant<bool, bool=0>>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::plus<long>, int, cub::ScanTileState<long, bool=1>, thrust::cuda_cub::__scan::AddInitToExclusiveScan<long, thrust::plus<long>>>(thrust::device_ptr<long>, thrust::device_ptr<long>, long, thrust::plus<long>, int, long)",0,1,0,0.059892999999999995,0.010598,1491,0.007107
28,"void at::native::_GLOBAL__N__55_tmpxft_00002f56_00000000_12_Indexing_compute_80_cpp1_ii_09181334::indexSelectLargeIndex<float, long, unsigned int, int=2, int=2, int=-2, bool=1>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, at::cuda::detail<long, float>, int, int, float, float, long)",0,3,0,0.058329,0.010320999999999999,1491,0.006922
21,"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__unique_by_key::UniqueByKeyAgent<thrust::device_ptr<long>, thrust::counting_iterator<int, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int, int*>, thrust::device_ptr<long>, thrust::counting_iterator<int, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int*, int, cub::ScanTileState<int, bool=1>, unsigned long>(thrust::device_ptr<long>, int, thrust::use_default, thrust::use_default, thrust::use_default, thrust::counting_iterator<int, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::device_ptr<long>, long)",0,1,0,0.056125,0.009931,1491,0.006659999999999999
48,[CUDA memcpy DtoH],0,0,0,0.055796000000000005,0.009873,7455,0.001324
49,[CUDA memcpy DtoD],0,0,0,0.042535,0.007526000000000001,5980,0.001258
27,"void at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrayBatchedCopy<float, unsigned int, int=1, int=128, int=1>(float*, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata<at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrayBatchedCopy<float, unsigned int, int=1, int=128, int=1>, unsigned int, int=128, int=1>, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::TensorSizeStride<at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata, unsigned int=4>, int, at::native::_GLOBAL__N__52_tmpxft_0000356e_00000000_12_Shape_compute_80_cpp1_ii_cedd8df2::CatArrInputTensorMetadata)",0,1,0,0.040098,0.007095000000000001,1491,0.004758
40,"void at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::sum_and_scatter<float, long>(long*, float*, long, long, long, at::AccumulateType<long*, bool=1>::type const *, at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::sum_and_scatter<float, long> const *, long, long, long)",0,2,0,0.035210000000000005,0.006229999999999999,1491,0.004178
14,"void at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::krn_partial_segment_offset<long>(long*, at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::krn_partial_segment_offset<long> const *, at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::krn_partial_segment_offset<long> const , at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::krn_partial_segment_offset<long> const , long)",0,1,0,0.023949,0.0042380000000000004,1491,0.0028420000000000003
22,_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_22reciprocal_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,0,1,0,0.02162,0.003826,1491,0.002565
6,"void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<at::native::CompareLTFunctor<float>>, at::detail::Array<char*, int=2>>(int, float, at::native::CompareLTFunctor<float>)",0,1,0,0.013762,0.002435,1491,0.001633
1,"void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<at::native::AddFunctor<float>>, at::detail::Array<char*, int=2>>(int, float, at::native::AddFunctor<float>)",0,1,0,0.013757,0.002434,1491,0.001632
18,"void at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::krn_partials_per_segment<long>(long*, at::native::_GLOBAL__N__70_tmpxft_00002a62_00000000_12_EmbeddingBackwardKernel_compute_80_cpp1_ii_4a9f87d3::krn_partials_per_segment<long> const *, long, long)",0,1,0,0.013637999999999999,0.0024129999999999998,1491,0.0016179999999999999
33,"void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",0,1,0,0.013619999999999998,0.0024100000000000002,1491,0.001616
19,"cudnn::initstates(__int64, curandStateXORWOW*)",0,1,0,0.01347,0.002384,1,2.38352
24,"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__unique_by_key::InitAgent<cub::ScanTileState<int, bool=1>, int*, int>, cub::ScanTileState<int, bool=1>, unsigned long, int*>(bool=1, cub::ScanTileState<int, bool=1>, int*)",0,1,0,0.012104,0.0021420000000000002,1491,0.001436
29,"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::use_default, thrust::use_default)",0,1,0,0.011286,0.001997,1491,0.0013390000000000001
32,"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::InitAgent<cub::ScanTileState<long, bool=1>, int>, cub::ScanTileState<long, bool=1>, int>(bool=1, cub::ScanTileState<long, bool=1>)",0,1,0,0.01078,0.001907,1491,0.001279
